date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-19,39.4,49.5,53.2,48.5,49.7,40.1,34.5,51.6,27.1,56.0,34.9,,27.1,34.5,39.4,49.7,53.2,56.0,48.5
02-20,39.8,50.4,52.9,48.6,49.2,39.9,34.1,51.4,27.3,55.9,34.8,,27.3,34.1,39.8,50.4,52.9,55.9,48.6
02-21,39.4,49.4,53.1,48.6,49.9,39.5,33.6,52.1,27.7,55.7,34.9,,27.7,33.6,39.4,49.9,53.1,55.7,48.6
02-22,39.2,50.4,53.5,48.2,49.9,38.6,33.0,51.4,27.8,55.7,34.5,,27.8,33.0,38.6,50.4,53.5,55.7,48.2
02-23,39.1,49.9,53.5,49.2,49.1,38.7,32.9,51.8,28.2,55.5,34.7,,28.2,32.9,38.7,49.9,53.5,55.5,49.1
02-24,39.6,51.0,52.5,48.6,50.0,38.2,32.8,51.2,28.5,55.3,34.8,,28.5,32.8,38.2,51.0,52.5,55.3,48.6
02-25,38.9,50.1,52.9,48.6,49.7,37.6,32.5,51.1,28.3,48.4,34.6,,28.3,32.5,37.6,49.7,51.1,52.9,48.4
02-26,39.1,49.7,52.7,48.5,49.1,37.5,32.7,51.6,28.2,45.0,34.3,,28.2,32.7,37.5,49.1,51.6,52.7,45.0
02-27,38.9,49.9,52.1,48.5,49.3,37.5,32.4,51.0,29.0,44.3,34.7,,29.0,32.4,37.5,49.3,51.0,52.1,44.3
02-28,38.6,49.7,52.7,48.1,49.7,37.5,32.8,51.2,29.0,43.6,34.7,,29.0,32.8,37.5,49.7,51.2,52.7,43.6
02-29,,,,47.7,,,,50.9,,,,,29.0,32.8,37.5,49.7,51.2,52.7,43.6
03-01,38.6,50.5,51.5,48.2,49.6,37.5,32.7,51.3,28.9,42.4,34.8,,28.9,32.7,37.5,49.6,51.3,51.5,42.4
03-02,38.4,49.2,52.2,48.1,50.0,37.2,32.8,51.5,28.7,42.2,34.4,,28.7,32.8,37.2,49.2,51.5,52.2,42.2
03-03,38.4,50.1,51.9,47.9,50.2,37.2,33.2,51.0,29.1,42.4,34.5,,29.1,33.2,37.2,50.1,51.0,51.9,42.4
03-04,38.4,49.4,51.7,48.2,49.1,37.2,33.1,51.1,29.1,42.4,34.3,,29.1,33.1,37.2,49.1,51.1,51.7,42.4
