date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-02,47.4,42.9,52.2,38.1,57.8,37.5,58.0,50.4,34.7,41.5,20.3,55.4,22.8,,20.3,25.2,37.9,51.1,57.3,58.0,42.9
02-03,47.2,43.2,52.2,38.0,57.5,38.1,58.2,50.3,35.2,41.4,20.1,55.2,23.2,,20.1,25.6,38.1,51.1,57.0,58.2,43.2
02-04,47.0,42.9,52.5,38.1,58.1,37.6,58.2,50.2,34.7,41.5,20.4,55.3,22.9,,20.4,25.3,37.9,51.1,57.5,58.2,42.9
02-05,47.4,42.7,52.4,38.0,57.9,38.1,58.3,50.7,34.7,41.5,19.9,55.3,22.8,,19.9,25.2,38.1,51.4,57.4,58.3,42.7
02-06,47.6,43.2,52.5,38.0,57.8,38.0,58.4,50.8,35.0,41.6,20.0,55.7,23.1,,20.0,25.4,38.0,51.5,57.4,58.4,43.2
02-07,47.2,43.4,52.4,37.9,58.3,38.1,57.9,50.3,34.7,41.7,20.6,55.4,23.2,,20.6,25.5,38.0,51.2,57.4,58.3,43.4
02-08,47.1,43.2,52.7,37.9,58.2,38.3,58.2,50.8,34.6,41.6,20.3,65.3,23.3,,20.3,25.6,38.2,51.6,58.2,65.3,43.2
02-09,46.9,42.5,52.7,37.8,58.5,38.6,58.6,50.8,34.9,41.9,20.4,65.0,23.4,,20.4,25.7,38.3,51.6,58.6,65.0,42.5
02-10,46.6,42.9,52.5,37.8,58.1,38.2,58.5,50.7,34.9,41.6,20.3,65.0,23.5,,20.3,25.8,38.0,51.4,58.4,65.0,42.9
02-11,47.4,42.9,52.5,38.0,58.2,38.0,58.2,50.3,35.1,42.0,20.0,64.8,23.7,,20.0,26.0,38.0,51.2,58.2,64.8,42.9
02-12,47.6,43.3,52.5,37.5,58.9,38.8,58.4,50.3,35.1,41.9,20.1,64.6,23.8,,20.1,26.1,38.3,51.2,58.8,64.6,43.3
02-13,47.5,42.8,52.8,37.9,58.4,38.6,58.6,50.6,35.0,41.7,20.6,64.6,23.8,,20.6,26.0,38.3,51.5,58.6,64.6,42.8
02-14,47.2,43.0,52.8,37.8,59.2,38.7,58.4,50.2,34.9,42.2,20.0,64.3,24.4,,20.0,26.5,38.3,51.2,59.0,64.3,43.0
02-15,47.1,43.0,52.4,37.5,59.4,39.1,58.8,50.3,35.2,41.9,20.5,64.6,24.4,,20.5,26.6,38.4,51.2,59.3,64.6,43.0
02-16,46.9,43.5,52.9,37.8,59.0,39.2,58.8,50.2,35.7,42.0,20.4,64.1,24.9,,20.4,27.1,38.6,51.3,59.0,64.1,43.5
02-17,47.4,43.0,52.7,37.8,59.6,39.1,59.1,50.2,35.1,41.9,20.6,64.1,25.0,,20.6,27.0,38.5,51.2,59.5,64.1,43.0
02-18,47.0,43.4,52.7,37.8,59.9,39.4,58.9,50.4,35.1,42.2,20.3,63.8,25.3,,20.3,27.2,38.8,51.3,59.7,63.8,43.4
02-19,47.0,43.5,52.7,37.6,60.0,39.6,59.0,49.8,35.3,42.0,20.3,63.6,25.7,,20.3,27.7,38.8,51.0,59.8,63.6,43.5
02-20,46.4,43.4,52.8,37.6,60.1,39.3,59.0,50.1,35.0,41.5,20.4,63.6,26.2,,20.4,28.0,38.6,51.2,59.9,63.6,43.4
02-21,46.9,43.5,52.9,37.6,60.1,39.9,59.3,50.2,35.5,41.5,20.9,63.6,26.6,,20.9,28.4,39.0,51.3,60.0,63.6,43.5
02-22,47.0,42.9,52.8,37.5,60.4,40.4,59.3,50.0,35.2,41.9,20.5,63.3,26.9,,20.5,28.6,39.3,51.1,60.1,63.3,42.9
02-23,46.6,43.5,52.7,37.5,60.2,39.8,59.4,50.1,35.6,42.0,21.0,63.1,27.3,,21.0,29.0,38.9,51.1,60.1,63.1,43.5
02-24,46.8,43.4,52.8,37.5,60.1,40.0,59.5,49.5,35.1,42.0,20.6,63.3,27.8,,20.6,29.3,39.0,50.8,60.0,63.3,43.4
02-25,46.4,42.8,52.9,37.6,59.9,40.4,59.9,49.7,35.6,41.7,20.6,63.1,28.3,,20.6,29.7,39.3,51.0,59.9,63.1,42.8
02-26,46.1,43.4,52.7,37.4,60.1,40.2,59.5,49.6,35.5,41.7,20.5,62.9,28.8,,20.5,30.1,39.1,50.8,60.0,62.9,43.4
02-27,46.6,43.5,53.2,37.3,60.4,40.2,59.9,49.3,35.3,41.6,20.4,62.9,29.0,,20.4,30.3,39.0,50.9,60.3,62.9,43.5
