date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-06,36.3,36.7,30.0,35.5,16.6,22.8,34.1,38.3,38.1,19.9,27.5,,16.6,19.9,27.5,36.3,38.1,38.3,34.1
03-07,37.3,31.1,33.6,28.1,25.8,30.6,33.2,39.0,40.0,13.5,26.6,,13.5,25.8,28.1,33.6,39.0,40.0,31.1
03-08,31.4,31.0,34.3,28.5,35.7,35.5,27.8,33.9,41.7,18.4,26.9,,18.4,26.9,28.5,34.3,35.7,41.7,31.4
03-09,25.4,35.6,34.1,31.8,40.1,37.2,23.6,33.0,34.9,23.2,27.6,,23.2,23.6,27.6,34.9,37.2,40.1,33.0
03-10,26.9,39.0,36.5,37.4,42.1,36.0,28.3,34.7,25.9,14.0,32.1,,14.0,25.9,28.3,36.5,39.0,42.1,34.7
03-11,31.5,25.7,37.5,41.5,40.8,34.8,30.5,35.7,22.8,17.8,30.5,,17.8,22.8,30.5,35.7,40.8,41.5,31.5
03-12,34.9,28.0,36.6,37.5,40.3,35.5,32.4,37.9,24.9,27.1,29.4,,24.9,27.1,29.4,36.6,37.9,40.3,34.9
03-13,38.1,32.1,38.0,36.2,40.7,37.1,23.9,32.4,24.2,29.9,28.5,,23.9,24.2,29.9,37.1,38.1,40.7,32.4
03-14,42.6,34.3,39.0,33.3,44.3,40.2,19.7,31.7,27.1,28.8,32.4,,19.7,27.1,31.7,39.0,42.6,44.3,33.3
03-15,44.5,30.3,42.4,27.5,45.9,29.9,22.6,35.1,31.2,35.5,32.1,,22.6,27.5,30.3,35.5,44.5,45.9,32.1
03-16,39.6,35.9,44.1,29.6,45.4,28.2,29.0,37.4,29.2,33.0,21.4,,21.4,28.2,29.2,37.4,44.1,45.4,33.0
03-17,34.2,33.8,45.0,35.6,46.1,31.1,31.8,37.4,29.6,26.6,17.2,,17.2,26.6,31.1,35.6,45.0,46.1,33.8
03-18,30.7,22.2,41.6,33.9,48.0,22.1,33.8,32.0,34.6,30.0,20.9,,20.9,22.1,30.0,33.9,41.6,48.0,32.0
03-19,32.5,25.7,37.7,35.4,47.3,22.0,31.9,29.3,40.3,34.4,26.0,,22.0,25.7,29.3,35.4,40.3,47.3,32.5
03-20,35.4,33.4,38.8,39.4,46.0,28.7,32.8,27.0,38.4,34.4,26.6,,26.6,27.0,32.8,38.4,39.4,46.0,34.4
03-21,30.7,36.8,41.3,44.3,45.9,36.6,31.1,29.7,26.6,27.8,26.4,,26.4,26.6,29.7,36.8,44.3,45.9,31.1
03-22,24.9,33.0,42.6,33.8,42.7,40.6,29.1,30.6,27.7,27.1,26.6,,24.9,26.6,27.7,33.8,42.6,42.7,30.6
03-23,13.8,33.1,39.3,26.5,32.4,35.4,32.4,30.6,25.2,33.3,23.6,,13.8,23.6,26.5,33.1,35.4,39.3,32.4
03-24,16.9,36.1,36.3,31.0,35.7,36.1,33.2,33.1,25.8,40.7,19.5,,16.9,19.5,31.0,36.1,36.3,40.7,33.2
