date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-14,-8.9,21.6,21.2,17.8,23.1,29.9,19.5,21.9,21.5,23.9,28.1,,-8.9,17.8,21.2,23.1,28.1,29.9,21.6
01-15,8.2,24.3,28.8,18.0,24.2,28.5,25.2,21.7,28.7,29.3,22.8,,8.2,18.0,22.8,28.5,28.8,29.3,24.3
01-16,22.1,24.8,32.4,20.5,16.9,27.8,26.3,27.1,25.5,30.0,20.7,,16.9,20.5,22.1,27.1,30.0,32.4,25.5
01-17,24.7,26.7,27.5,24.6,20.1,28.5,30.7,15.5,28.0,30.4,17.4,,15.5,17.4,24.6,28.0,30.4,30.7,26.7
01-18,24.9,27.6,34.5,27.4,27.4,37.5,17.9,19.1,19.7,25.6,12.7,,12.7,17.9,19.7,27.4,34.5,37.5,25.6
01-19,26.5,31.2,31.2,23.7,24.6,35.8,24.9,25.9,17.5,20.1,14.1,,14.1,17.5,23.7,26.5,31.2,35.8,24.9
01-20,25.2,28.8,22.9,18.5,20.5,20.4,33.0,29.7,25.3,20.7,11.1,,11.1,18.5,20.5,25.3,29.7,33.0,22.9
01-21,29.4,28.3,14.3,22.7,18.4,10.0,21.0,27.1,26.5,20.0,13.2,,10.0,13.2,18.4,26.5,28.3,29.4,21.0
01-22,34.5,24.4,18.7,32.7,18.5,15.0,9.4,25.5,26.2,19.2,12.3,,9.4,12.3,18.5,25.5,32.7,34.5,19.2
01-23,35.6,19.0,20.7,32.0,21.0,18.7,17.5,24.6,18.4,23.7,13.6,,13.6,17.5,18.7,23.7,32.0,35.6,20.7
01-24,32.1,26.0,26.1,19.6,12.3,28.8,18.9,26.4,15.5,23.7,10.8,,10.8,12.3,18.9,26.1,28.8,32.1,23.7
01-25,31.2,28.8,35.9,14.8,8.7,26.4,18.3,26.2,14.9,18.4,11.9,,8.7,11.9,14.9,26.4,31.2,35.9,18.4
01-26,28.4,26.0,38.3,18.1,8.1,14.7,20.1,31.6,12.1,15.6,14.0,,8.1,12.1,14.7,26.0,31.6,38.3,18.1
01-27,25.9,25.4,33.7,26.9,10.5,20.7,26.6,21.2,13.6,14.0,22.7,,10.5,13.6,20.7,25.9,26.9,33.7,22.7
01-28,10.4,22.1,29.2,31.5,20.1,26.5,21.4,21.1,25.5,22.3,17.7,,10.4,17.7,21.1,25.5,29.2,31.5,22.1
01-29,9.3,31.3,29.0,31.8,29.7,33.6,21.9,20.8,23.1,28.4,19.5,,9.3,19.5,21.9,29.7,31.8,33.6,28.4
01-30,19.0,22.9,28.8,25.1,30.6,37.8,23.7,17.1,17.0,28.6,8.7,,8.7,17.0,19.0,28.6,30.6,37.8,23.7
01-31,21.9,17.1,26.2,13.3,34.2,34.9,26.2,23.2,22.4,26.8,9.1,,9.1,13.3,21.9,26.2,34.2,34.9,23.2
02-01,22.1,9.6,24.5,10.3,35.1,32.0,27.7,33.2,32.2,9.0,19.1,,9.0,9.6,19.1,32.0,33.2,35.1,24.5
02-02,25.3,9.1,32.4,4.8,28.9,32.0,29.8,39.9,35.9,2.2,23.4,,2.2,4.8,23.4,32.0,35.9,39.9,28.9
02-03,26.8,14.8,33.1,7.8,29.3,31.5,26.1,8.7,25.5,3.9,28.9,,3.9,7.8,14.8,28.9,31.5,33.1,26.1
02-04,24.1,9.7,34.8,13.7,30.1,31.2,25.2,2.4,13.7,18.4,28.5,,2.4,9.7,13.7,28.5,31.2,34.8,24.1
02-05,32.2,10.8,38.2,17.3,32.2,31.0,20.1,8.1,18.2,21.4,26.5,,8.1,10.8,18.2,31.0,32.2,38.2,21.4
02-06,23.7,18.7,40.0,24.0,30.4,21.3,7.8,24.0,23.3,19.1,17.4,,7.8,17.4,19.1,24.0,30.4,40.0,23.3
02-07,21.1,20.9,38.8,25.4,31.7,25.5,4.6,27.1,28.8,27.6,19.9,,4.6,19.9,21.1,27.6,31.7,38.8,25.5
02-08,19.5,27.6,36.8,33.0,34.5,32.5,14.1,27.0,31.2,26.8,19.5,,14.1,19.5,26.8,32.5,34.5,36.8,27.6
02-09,12.0,30.0,37.0,35.9,43.2,34.8,17.0,15.6,27.7,25.5,13.4,,12.0,13.4,17.0,34.8,37.0,43.2,27.7
02-10,11.5,25.5,27.6,35.4,38.3,19.6,16.5,12.3,26.1,28.8,28.3,,11.5,12.3,19.6,28.3,35.4,38.3,26.1
02-11,8.9,20.2,27.0,35.9,27.6,16.9,10.0,13.9,28.3,28.4,27.7,,8.9,10.0,16.9,27.7,28.4,35.9,27.0
02-12,11.2,29.4,34.5,39.7,27.2,21.3,22.9,17.2,27.0,26.7,26.8,,11.2,17.2,22.9,27.2,34.5,39.7,26.8
02-13,19.6,32.8,37.6,34.1,27.4,24.1,29.1,21.5,23.9,31.3,28.8,,19.6,21.5,24.1,31.3,34.1,37.6,28.8
02-14,19.6,35.0,40.5,28.5,28.5,27.8,29.7,29.1,14.6,33.2,11.1,,11.1,14.6,27.8,29.7,35.0,40.5,28.5
02-15,19.3,39.7,30.9,29.9,29.8,14.2,25.6,26.4,19.0,28.5,5.8,,5.8,14.2,19.3,29.8,30.9,39.7,26.4
